epoch,accuracy,loss,val_accuracy,val_loss
0,0.16586539149284363,2.1944987773895264,0.2578125,2.153991460800171
1,0.2764423191547394,2.1361093521118164,0.3203125,2.0831263065338135
2,0.3149038553237915,2.02260422706604,0.3515625,1.9583300352096558
3,0.3365384638309479,1.9228256940841675,0.390625,1.891394853591919
4,0.38942307233810425,1.8751710653305054,0.3984375,1.8273447751998901
5,0.4350961446762085,1.8085408210754395,0.484375,1.7747483253479004
6,0.4350961446762085,1.7777823209762573,0.4765625,1.6816376447677612
7,0.4735576808452606,1.6942616701126099,0.4609375,1.6575520038604736
8,0.48557692766189575,1.6414934396743774,0.4765625,1.6095436811447144
9,0.4927884638309479,1.573759913444519,0.5234375,1.5848721265792847
10,0.536057710647583,1.5275368690490723,0.4765625,1.5233289003372192
11,0.5721153616905212,1.472778558731079,0.5,1.4740750789642334
12,0.5745192170143127,1.4288424253463745,0.515625,1.431339144706726
13,0.5961538553237915,1.3864599466323853,0.5546875,1.4786721467971802
14,0.6322115659713745,1.3190442323684692,0.5703125,1.3468773365020752
15,0.6875,1.2711131572723389,0.5859375,1.3188573122024536
16,0.7091346383094788,1.2070341110229492,0.6328125,1.2353730201721191
17,0.7596153616905212,1.1352248191833496,0.6640625,1.2650187015533447
18,0.8100961446762085,1.0894066095352173,0.6875,1.1237879991531372
19,0.838942289352417,1.0106542110443115,0.6953125,1.1306734085083008
20,0.8533653616905212,0.966916024684906,0.7265625,1.0763078927993774
21,0.875,0.9180765748023987,0.7734375,0.9908551573753357
22,0.8942307829856873,0.843567967414856,0.7578125,0.9855901598930359
23,0.901442289352417,0.7715826630592346,0.78125,0.9036976099014282
24,0.9230769276618958,0.7158010005950928,0.7734375,0.9027554392814636
25,0.9447115659713745,0.6815414428710938,0.7890625,0.8924739360809326
26,0.9471153616905212,0.6568247079849243,0.84375,0.8170021772384644
27,0.9567307829856873,0.6033345460891724,0.859375,0.7858190536499023
28,0.973557710647583,0.5625651478767395,0.8203125,0.7958433032035828
29,0.9783653616905212,0.5479909181594849,0.875,0.7152009010314941
30,0.9807692170143127,0.5125128030776978,0.859375,0.7491878867149353
31,0.9879807829856873,0.4879763722419739,0.90625,0.6486710906028748
32,0.9927884340286255,0.4612939953804016,0.8984375,0.6541579961776733
33,0.9879807829856873,0.44635093212127686,0.875,0.7084266543388367
34,0.9927884340286255,0.4317512512207031,0.8984375,0.6250125765800476
35,0.9927884340286255,0.4050884544849396,0.8515625,0.6642859578132629
36,1.0,0.3954938054084778,0.8828125,0.6100630164146423
37,0.9975961446762085,0.3762298822402954,0.890625,0.575701117515564
38,0.9927884340286255,0.3615185618400574,0.9296875,0.5376449823379517
39,1.0,0.35164305567741394,0.8984375,0.5659080147743225
40,1.0,0.3479803204536438,0.890625,0.5711976289749146
41,1.0,0.3269704580307007,0.90625,0.5728164911270142
42,1.0,0.3206987977027893,0.8984375,0.5368006229400635
43,1.0,0.3071117699146271,0.890625,0.49241364002227783
44,0.9975961446762085,0.30548736453056335,0.890625,0.5192671418190002
45,1.0,0.2980615794658661,0.921875,0.48315420746803284
46,0.9975961446762085,0.30429255962371826,0.875,0.5162648558616638
47,1.0,0.2863761782646179,0.8828125,0.5180779695510864
