epoch,accuracy,loss,val_accuracy,val_loss
48,1.0,0.27523720264434814,0.8828125,0.5153195261955261
49,1.0,0.26636096835136414,0.90625,0.5132010579109192
50,1.0,0.2614337205886841,0.9296875,0.4439636468887329
51,1.0,0.25155970454216003,0.921875,0.46893495321273804
52,1.0,0.2444683462381363,0.921875,0.47324320673942566
53,1.0,0.24295970797538757,0.9140625,0.44586601853370667
54,1.0,0.23548784852027893,0.90625,0.4392924904823303
55,1.0,0.23172956705093384,0.90625,0.46550452709198
56,1.0,0.23346631228923798,0.890625,0.4775795638561249
57,1.0,0.22659829258918762,0.8984375,0.4847266674041748
58,1.0,0.22201330959796906,0.921875,0.42133694887161255
59,1.0,0.21371808648109436,0.8984375,0.4729089140892029
60,1.0,0.21542944014072418,0.890625,0.42998799681663513
61,1.0,0.2086411416530609,0.890625,0.45005255937576294
62,1.0,0.2052973359823227,0.875,0.45400676131248474
63,1.0,0.20086747407913208,0.890625,0.4161977767944336
64,1.0,0.20308034121990204,0.90625,0.41641467809677124
65,1.0,0.19550958275794983,0.9140625,0.4296034276485443
66,1.0,0.1955554187297821,0.9140625,0.4337291121482849
67,1.0,0.18947504460811615,0.9140625,0.4120725989341736
68,1.0,0.18235410749912262,0.9140625,0.4049909710884094
69,1.0,0.18286234140396118,0.921875,0.4070112109184265
70,1.0,0.17944270372390747,0.8984375,0.4501098692417145
71,1.0,0.18180793523788452,0.890625,0.39281487464904785
72,1.0,0.17684142291545868,0.921875,0.38851797580718994
73,1.0,0.17213256657123566,0.9140625,0.4038664698600769
74,1.0,0.16995422542095184,0.9140625,0.40632861852645874
75,1.0,0.1676410287618637,0.9140625,0.41878873109817505
76,1.0,0.16676317155361176,0.8984375,0.421847939491272
77,1.0,0.1606980711221695,0.9296875,0.39961108565330505
78,1.0,0.1633734554052353,0.8984375,0.3997039794921875
79,1.0,0.16185972094535828,0.90625,0.38253775238990784
80,1.0,0.15681730210781097,0.890625,0.38919180631637573
81,1.0,0.1573130041360855,0.890625,0.41542261838912964
82,1.0,0.1529732644557953,0.8984375,0.41775259375572205
83,1.0,0.15673726797103882,0.90625,0.45074135065078735
84,1.0,0.15357263386249542,0.90625,0.43062663078308105
85,1.0,0.15196706354618073,0.8984375,0.4334593415260315
86,1.0,0.1512490212917328,0.9140625,0.3966534733772278
87,1.0,0.15061306953430176,0.9296875,0.3636394739151001
88,1.0,0.14885209500789642,0.9140625,0.3534435033798218
89,1.0,0.14428003132343292,0.890625,0.3811931014060974
90,1.0,0.1438814252614975,0.921875,0.364967942237854
91,1.0,0.14516416192054749,0.9296875,0.35361653566360474
92,1.0,0.142535001039505,0.90625,0.3790457546710968
93,1.0,0.13733229041099548,0.9140625,0.384297251701355
94,1.0,0.1370353251695633,0.9140625,0.37904366850852966
95,1.0,0.13714303076267242,0.921875,0.36671182513237
96,1.0,0.13473114371299744,0.8828125,0.43044963479042053
97,1.0,0.133676677942276,0.90625,0.3871839642524719
98,1.0,0.13428393006324768,0.9375,0.3222527503967285
99,1.0,0.13183686137199402,0.890625,0.3785325884819031
