epoch,accuracy,loss,val_accuracy,val_loss
0,0.17548076808452606,2.1822876930236816,0.2734375,2.1171038150787354
1,0.3125,2.0308098793029785,0.390625,1.9121170043945312
2,0.39663460850715637,1.858550786972046,0.5234375,1.806410789489746
3,0.5456730723381042,1.7346819639205933,0.734375,1.6413047313690186
4,0.6706730723381042,1.5741713047027588,0.7265625,1.5260696411132812
5,0.7475961446762085,1.4255858659744263,0.7734375,1.3759002685546875
6,0.8221153616905212,1.2802213430404663,0.8046875,1.2613298892974854
7,0.8533653616905212,1.1370855569839478,0.84375,1.1885234117507935
8,0.901442289352417,1.0174105167388916,0.8671875,1.0713555812835693
9,0.9302884340286255,0.9327983260154724,0.9140625,0.9745222926139832
10,0.9663461446762085,0.8406469821929932,0.9296875,0.9095993041992188
11,0.9807692170143127,0.7539151906967163,0.953125,0.8171279430389404
12,0.9807692170143127,0.6912940144538879,0.9609375,0.7681416273117065
13,0.9975961446762085,0.6408102512359619,0.9765625,0.6907103657722473
14,0.9975961446762085,0.5914350152015686,0.96875,0.648123025894165
15,0.9975961446762085,0.5574445724487305,0.984375,0.6393440365791321
16,1.0,0.5142588019371033,0.9765625,0.6004698872566223
17,1.0,0.49061429500579834,0.9765625,0.6141880750656128
18,1.0,0.4744856059551239,0.984375,0.546193540096283
19,0.9975961446762085,0.44360077381134033,0.984375,0.5279525518417358
20,1.0,0.4216891825199127,0.9921875,0.49214601516723633
21,1.0,0.40453848242759705,0.984375,0.4984501600265503
22,1.0,0.38932737708091736,0.984375,0.47368913888931274
23,1.0,0.37617042660713196,0.984375,0.45574119687080383
24,1.0,0.36033862829208374,0.984375,0.4661620855331421
25,1.0,0.34867656230926514,0.984375,0.44263792037963867
26,1.0,0.3368239104747772,0.984375,0.4254593849182129
27,1.0,0.3271833062171936,0.984375,0.4179527461528778
28,1.0,0.3216773569583893,0.9921875,0.41139286756515503
29,1.0,0.30762678384780884,0.984375,0.3884739875793457
30,1.0,0.29909417033195496,0.984375,0.39981144666671753
31,1.0,0.28886473178863525,0.9765625,0.3749885857105255
