epoch,accuracy,loss,val_accuracy,val_loss
32,1.0,0.27967116236686707,0.984375,0.3769811987876892
33,1.0,0.27227258682250977,0.9765625,0.37508946657180786
34,1.0,0.2646324038505554,0.984375,0.35327187180519104
35,1.0,0.256097674369812,0.9921875,0.3466091454029083
36,1.0,0.2496453821659088,0.9921875,0.33263343572616577
37,1.0,0.24510592222213745,0.9921875,0.3456345796585083
38,1.0,0.23900556564331055,0.984375,0.33063480257987976
39,1.0,0.2329799234867096,0.984375,0.3408263921737671
40,1.0,0.22732672095298767,0.984375,0.329523503780365
41,1.0,0.22359701991081238,0.9765625,0.3218366503715515
42,1.0,0.21843136847019196,0.984375,0.317200243473053
43,1.0,0.21469742059707642,0.9921875,0.30659058690071106
44,1.0,0.21005982160568237,0.9921875,0.30756875872612
45,1.0,0.20639461278915405,0.9921875,0.306578665971756
46,1.0,0.20244385302066803,0.9921875,0.30099692940711975
47,1.0,0.19844330847263336,0.984375,0.291525661945343
48,1.0,0.1962619125843048,0.984375,0.29213735461235046
49,1.0,0.19200816750526428,1.0,0.2733249068260193
50,1.0,0.18756212294101715,0.9921875,0.28624531626701355
51,1.0,0.1837003380060196,0.9921875,0.2785379886627197
52,1.0,0.18048825860023499,0.9921875,0.270047664642334
53,1.0,0.1776043027639389,0.9921875,0.27396053075790405
54,1.0,0.17653729021549225,0.9921875,0.2779137194156647
55,1.0,0.17320576310157776,0.984375,0.2775363624095917
56,1.0,0.16955186426639557,0.9921875,0.2858595848083496
57,1.0,0.16773097217082977,0.9921875,0.2857379913330078
58,1.0,0.16474604606628418,0.9921875,0.25860658288002014
59,1.0,0.1616140902042389,0.9921875,0.25511881709098816
60,1.0,0.160623699426651,0.984375,0.27591317892074585
61,1.0,0.15861035883426666,0.984375,0.25574126839637756
62,1.0,0.15625721216201782,0.984375,0.2577497363090515
63,1.0,0.15449534356594086,0.984375,0.2567360997200012
64,1.0,0.1525503545999527,0.9921875,0.2624741494655609
65,1.0,0.14991948008537292,0.9921875,0.251197874546051
66,1.0,0.14697962999343872,0.9921875,0.2594062089920044
67,1.0,0.14485861361026764,0.9921875,0.25720787048339844
68,1.0,0.1432996690273285,0.984375,0.24727901816368103
69,1.0,0.14186841249465942,0.9921875,0.2394188493490219
70,1.0,0.13994859158992767,0.9921875,0.23395967483520508
71,1.0,0.13876289129257202,0.984375,0.24070784449577332
72,1.0,0.13760286569595337,0.984375,0.23737379908561707
73,1.0,0.13582392036914825,0.984375,0.2372835874557495
74,1.0,0.1338527500629425,0.9921875,0.24719133973121643
75,1.0,0.13201716542243958,0.9921875,0.2332196831703186
76,1.0,0.1315871924161911,0.984375,0.2276114821434021
77,1.0,0.13094529509544373,0.984375,0.23176011443138123
78,1.0,0.1288420408964157,0.9921875,0.22736158967018127
79,1.0,0.12727294862270355,0.984375,0.2286757528781891
80,1.0,0.12623044848442078,0.984375,0.22718968987464905
81,1.0,0.12496495991945267,0.9921875,0.22096991539001465
82,1.0,0.123764768242836,0.9921875,0.2243441939353943
83,1.0,0.12226149439811707,0.984375,0.2252141684293747
84,1.0,0.12075604498386383,0.9921875,0.22889558970928192
85,1.0,0.11986877024173737,0.9921875,0.22955751419067383
86,1.0,0.11881967633962631,0.9921875,0.21800446510314941
87,1.0,0.117526575922966,0.9921875,0.2161976397037506
88,1.0,0.11651790142059326,0.9921875,0.21018166840076447
89,1.0,0.11623124778270721,0.984375,0.233100026845932
90,1.0,0.11483405530452728,0.984375,0.22612830996513367
91,1.0,0.11415307968854904,0.984375,0.2167103886604309
92,1.0,0.11316540837287903,0.984375,0.21415118873119354
93,1.0,0.11170653253793716,0.9921875,0.207706481218338
94,1.0,0.11078229546546936,0.9921875,0.21182173490524292
95,1.0,0.10998563468456268,0.9921875,0.21344169974327087
96,1.0,0.10928662121295929,0.9921875,0.2135046422481537
97,1.0,0.10855972766876221,0.984375,0.22057554125785828
98,1.0,0.10774878412485123,0.984375,0.20632237195968628
99,1.0,0.106066033244133,1.0,0.1821044683456421
